Episode,Reward Mean,Reward Std
129,97.7,53.872905991787746
130,100.94,55.766445108147245
131,99.16,51.02915245229926
132,98.74,53.66183373683758
133,103.28,54.38273255363325
134,101.52,54.472466439477486
135,103.52,57.67884880959399
136,103.44,58.17565126408127
137,103.7,54.8106741429076
138,107.62,58.46909953129087
139,107.84,55.660887524364895
140,111.62,59.00267451565225
141,110.12,57.18448740698826
142,110.62,58.46875746926728
143,114.48,59.98307761360698
144,108.38,59.67809983570188
145,110.84,60.628494950806754
146,107.36,60.02491482709492
147,106.02,57.16834438743176
148,112.94,57.42731405872993
149,104.24,54.70157584567376
150,106.72,58.05929382967036
151,102.3,56.57393392720715
152,107.86,58.15806392926093
153,110.26,60.619076205432236
154,109.08,58.10639895915079
155,111.22,59.23826128440977
156,115.6,61.54380553719441
157,116.02,61.07552373905607
158,115.46,61.11635133088361
159,104.82,56.06235457060291
160,109.36,60.402238369120056
161,109.34,59.2970859317724
162,111.1,59.44854918330639
163,109.4,59.043035152336124
164,109.48,58.41720294570769
165,113.5,58.52290150018196
166,108.98,58.47888165825335
167,109.36,58.896777500980484
168,111.76,60.22011624033948
169,111.54,61.947787692539926
170,107.3,56.78811495374716
171,105.02,55.84424410805469
172,104.78,59.215298698900455
173,105.9,55.91323635777131
174,105.48,55.674137622418534
175,107.08,59.857778107778095
176,108.36,61.456573285532286
177,107.54,58.81945596484211
178,105.48,57.39973519102679
179,105.52,61.36912578813552
180,100.6,58.68560300448483
181,102.76,61.2593045993831
182,103.26,60.153407218544146
183,102.18,59.165763748979025
184,100.28,54.382364788596675
185,98.98,54.72019371310742
186,102.36,55.98526949117956
187,105.14,60.77170723288922
188,98.02,57.60711414400134
189,94.14,54.38603129480953
190,99.9,61.21609265544476
191,101.7,59.51882055283018
192,100.1,57.05795299517849
193,100.88,61.61611477527612
194,101.2,60.92323038053713
195,107.48,62.72646650338275
196,104.5,64.56260527580962
197,105.42,62.588206556826655
198,107.9,64.31492828263124
199,104.42,62.05033118364478
200,104.98,61.72341208974112
201,103.4,62.965069681530565
202,102.04,63.28853292658947
203,106.8,63.82789358893181
204,104.5,62.64096103988188
205,100.66,58.198147736848114
206,101.84,61.372423774851846
207,105.64,64.68037105644957
208,105.62,65.29039439304991
209,105.6,64.6207397048347
210,100.56,61.07934511764186
211,107.04,65.3850013382274
212,111.88,61.20347702541089
213,112.46,62.97847568812696
214,109.24,65.09333606445439
215,111.92,62.624864071708764
216,105.76,59.45100840187658
217,106.76,61.772667094759655
218,107.1,62.97753567741436
219,103.7,60.433848131655495
220,103.38,61.21728187366702
221,109.34,62.39891345207864
222,115.62,62.838806481345586
223,120.82,66.1594105173255
224,115.82,64.22700055272706
225,117.86,64.66251155035658
226,114.22,63.79538854807611
227,118.3,64.0350685171805
228,115.96,62.80508259687268
229,112.8,66.90949110552253
230,115.9,66.01886094140069
231,114.0,67.91524129383625
232,114.2,65.47182600172383
233,114.46,65.87813294257816
234,113.1,64.68083178191202
235,113.48,64.2623497858583
236,113.92,62.68104657709539
237,115.26,62.94054654989898
238,113.28,65.71515502530599
239,111.46,62.53165918156978
240,106.02,62.89085466107136
241,112.58,64.132391191971
242,117.8,65.29655427356025
243,114.86,61.67593047534832
244,118.04,59.25030295281198
245,116.22,62.8357509702876
246,117.56,62.984175790431685
247,116.62,64.03183270842713
248,117.28,64.1261381965264
249,118.3,63.602594286711295
250,116.38,66.62638816565102
251,116.3,63.873077270474454
252,119.64,65.31301861038118
253,111.14,64.81327333193411
254,115.92,66.33003542890657
255,117.54,66.32592554951644
256,121.88,66.66532531983923
257,117.68,67.27627813724534
258,123.24,65.9734977093075
259,118.76,65.23482505533374
260,124.58,66.03880374446527
261,124.06,65.6705139312919
262,116.9,65.08986096159677
263,118.7,63.947556638232875
264,127.38,68.45959100082325
265,126.8,68.54896060481153
266,123.0,67.16100058813895
267,122.16,65.11662153398316
268,130.58,66.25770596692887
269,125.98,64.80663237663255
270,122.24,66.11733811943733
271,121.88,62.55993606134838
272,118.3,61.96749147738678
273,119.94,64.30844734558593
274,114.94,61.61896136742325
275,117.98,63.614617816976626
276,120.76,64.66732095888926
277,120.54,67.21404912665209
278,123.64,66.65726066978752
279,122.16,63.66517415353547
280,125.84,64.37743704124917
281,119.0,63.64652386423001
282,116.88,65.76735968548533
283,115.62,64.51043016443155
284,108.16,62.871093516814234
285,122.54,68.55748245086018
286,121.2,66.94445458736668
287,116.86,66.9641725103805
288,118.18,65.5889289438393
289,107.22,63.52803790453471
290,114.3,66.05126796663333
291,112.38,64.51198028273507
292,108.7,65.50244270254355
293,113.58,66.16406577591798
294,114.94,64.21383340059991
295,119.5,63.457466069801434
296,118.08,62.90018759908432
297,113.74,63.75886134491425
298,114.58,63.43345804857246
299,118.4,68.03822455061567
300,121.62,66.30652758213176
301,123.32,62.163153073183146
302,124.18,64.70137247385098
303,124.48,64.50836844937254
304,124.98,65.40351366708059
305,123.36,65.0737304908824
306,118.42,63.59908489907698
307,119.82,64.5075778494279
308,121.56,67.05077479045264
309,118.6,65.64266904994038
310,118.74,64.23980386022362
311,121.62,65.10111826996523
312,121.94,66.8070086143662
313,124.86,66.94714631707615
314,121.92,65.53589550772921
315,120.78,64.24680225505391
316,121.66,64.3333848013611
317,120.5,65.25833280125994
318,113.9,63.92440848377089
319,115.12,65.08967352814118
320,115.84,65.12153560842987
321,117.6,65.43026822503481
322,116.82,64.93156089298948
323,121.32,63.73301813032238
324,121.84,63.94602724172941
325,124.16,63.3417271630637
326,121.82,62.62896773857925
327,121.16,64.67499052957022
328,124.48,65.94671788648775
329,122.04,63.62419665504627
330,122.56,67.31067077365964
331,118.32,65.66473635064715
332,125.3,67.89764355263
333,119.68,66.19257964454927
334,113.04,65.91265735805226
335,115.6,66.0669357545815
336,116.76,68.29657678097784
337,116.02,66.93085685989686
338,112.26,65.42256797161052
339,113.08,66.0687036349284
340,116.14,66.94296378261124
341,116.34,66.29256670245918
342,115.38,64.62039616096453
343,113.36,66.6152414992245
344,115.4,67.27763372771071
345,115.46,66.75064344259161
346,114.08,65.53253848280256
347,115.16,67.4472712568863
348,116.94,66.75729473248599
349,120.22,69.07830050022945
350,112.96,66.32283468007078
351,113.04,67.40087833255588
352,109.7,64.52852082606574
353,111.84,65.17034908606827
354,118.16,64.99211029040372
355,108.78,65.32144823869109
356,112.44,66.60875618115084
357,113.56,62.98100030961719
358,117.9,65.8608381361792
359,117.38,65.86832015468438
360,115.5,65.57049641416481
361,117.22,67.02515647128322
362,123.32,68.00630558999657
363,121.76,69.05260603337139
364,120.7,68.94526814800273
365,124.96,70.35395084854866
366,118.5,70.23425090367235
367,118.38,70.39371846976121
368,113.68,65.04903996217008
369,114.54,66.80844557389433
370,113.78,67.57138151614186
371,112.72,65.46114572782851
372,106.88,64.78198515019434
373,112.26,66.43186283704529
374,110.22,67.00635492249971
375,109.4,65.57194522049807
376,105.56,64.11151534630889
377,104.82,63.16508212612409
378,110.7,65.19976993824442
379,106.98,60.73795847738051
380,109.78,62.55215104215043
381,106.34,61.960829561909506
382,109.92,60.190311512734326
383,114.1,64.02507321354658
384,114.76,63.46040025086513
385,111.76,62.12553742222275
386,119.28,64.56315977397638
387,119.3,66.29366485570097
388,118.82,65.13729807107443
389,120.94,66.16325566354787
390,118.24,63.324421829180544
391,122.46,65.35050420616507
392,124.32,66.55837738406788
393,122.64,68.09486324239151
394,119.88,67.17786540222903
395,115.24,65.91921116032866
396,111.62,63.64083280410462
397,116.82,68.42972745817418
398,117.96,68.16742917258948
399,120.3,68.2006598208551
400,120.08,67.33731209366766
401,115.74,64.39714589948844
402,116.76,66.19382448537024
403,118.02,66.57972364015939
404,121.14,66.40964086636818
405,120.24,66.04893943130351
406,121.52,68.21737022196032
407,119.44,66.65227978096473
408,118.68,66.93383001143742
409,117.0,68.5440004668534
410,115.4,67.9511589305142
411,114.08,64.78575151991369
412,114.4,66.61831579978588
413,113.46,67.01468794227128
414,116.54,67.4759838757465
415,116.56,65.55033485803104
416,117.14,67.5085209436557
417,114.9,65.55920987931442
418,116.9,65.55615913093138
419,114.82,65.5535475775339
420,116.4,63.99843748092605
421,124.8,66.59639629889894
422,119.6,65.0384501660364
423,121.06,63.72108285332257
424,124.84,65.56930989418753
425,120.92,64.77278440826827
426,119.7,66.14355599754221
427,120.0,65.05997233322498
428,124.48,67.63467749608925
429,123.86,66.64383242281315
430,118.58,65.80519432385259
431,123.6,65.96150392463774
432,122.92,66.27634268726663
433,121.52,66.17045866548003
434,117.28,64.38448260256504
435,119.66,66.1708727462469
436,118.88,65.20847797641039
437,123.62,66.14374951573278
438,126.54,66.41271263847005
439,123.6,64.10085802857867
440,121.84,65.55680285065769
441,121.66,66.14426959306451
442,119.14,63.63615638927292
443,119.14,63.122740751649886
444,121.22,63.79319399434394
445,120.16,65.28686238440318
446,116.5,63.754607676622086
447,120.84,65.66257990667135
448,122.64,67.38746470969211
449,122.48,64.04099936759263
450,121.38,65.2689482066319
451,121.72,64.52752590949075
452,121.64,65.36658473562774
453,123.5,65.01453683600307
454,121.8,65.07872156089117
455,120.64,64.69088343808576
456,117.18,63.57820066658067
457,118.82,64.5983560162331
458,120.9,66.35608487546565
459,122.12,65.54712503230024
460,122.3,65.42728788510188
461,122.88,64.65188009640556
462,123.62,65.85435141279581
463,122.46,66.72307247122242
464,124.48,67.61574964459095
465,122.42,66.56398125112408
466,120.16,67.66811952463284
467,119.22,64.96284784397925
468,123.68,67.81871128235923
469,124.9,68.81867479107686
470,123.04,69.15315177199084
471,122.82,69.06972998354632
472,124.56,67.46648353071323
473,126.18,67.86153254974425
474,124.64,66.03840094975044
475,121.06,68.94502447602727
476,122.86,70.40113919532837
477,126.14,71.34760262265299
478,123.58,68.4412419524953
479,123.1,70.51475023000508
480,124.72,69.29763055112348
481,124.68,68.96069605217164
482,126.1,67.93003753863235
483,126.08,69.28833668085849
484,126.64,69.8282922603725
485,129.0,67.9028718096665
486,129.4,68.2463185820305
487,131.1,68.85993029331355
488,133.42,68.13489267621988
489,130.9,68.90435399885845
490,127.82,70.75215615089057
491,127.44,73.36515794299089
492,123.8,71.42352553605849
493,125.98,69.29747181535558
494,120.34,70.5851570799414
495,120.5,70.74637799915979
496,118.54,70.9042199026264
497,121.14,69.30829964730053
498,121.68,70.45862331893802
499,121.84,68.61817834947237
500,121.12,67.91425181800943
501,122.52,66.53998497144404
502,130.12,68.98511143717896
503,123.84,67.25544141554644
504,125.5,67.52754993334203
505,124.72,65.1751609127281
506,121.88,63.11184991742833
507,121.06,63.904744737773576
508,118.38,65.07192635845352
509,123.8,65.54174242419863
510,119.66,63.156190512094696
511,121.78,65.86206495396269
512,123.98,66.17083647650223
513,121.04,63.54241418139541
514,122.54,66.97587924021605
515,122.42,67.99532042721762
516,124.68,68.73439895714519
517,124.32,66.08099272862053
518,122.56,67.55446987431696
519,121.0,66.84459589226343
520,120.24,63.492223145831005
521,123.6,67.24195119120206
522,124.56,65.75291932682534
523,125.92,68.86794319565526
524,122.96,67.2556198395346
525,122.34,65.85062186494521
526,123.08,67.08765609260767
527,127.42,68.19005499337862
528,122.58,69.91254250847985
529,126.2,69.80773596099505
530,125.62,68.01996471625077
531,122.04,67.3682299010446
532,121.36,68.7819045970668
533,123.32,67.47575564600963
534,120.9,68.43427503817077
535,120.56,72.04197665250449
536,118.16,68.29710389174639
537,124.9,71.9703411135448
538,128.16,69.54922285690905
539,127.76,69.73451369300571
540,125.0,70.87510141086219
541,124.7,69.38594958635358
542,120.22,70.94146601248102
543,123.46,71.02934886369155
544,121.94,71.65847053907864
545,125.66,73.94365692877244
546,124.02,73.24192515219683
547,124.22,74.45731394564272
548,121.96,73.1373939924031
549,127.94,73.85645807916868
550,122.06,73.9457666131064
551,120.26,72.60215148327218
552,122.3,71.47398127990353
553,127.08,73.27314378406322
554,125.1,71.51426431139454
555,125.42,70.5113012218609
556,130.5,70.36511919978534
557,125.42,72.40195853704512
558,122.38,70.91315533806122
559,122.64,71.9184983158019
560,127.5,73.00226023898165
561,124.42,72.74863297684705
562,123.9,72.49393078044534
563,121.38,71.36326505983313
564,124.12,72.11952301561622
565,128.22,72.14909285639007
566,129.62,73.28271010272476
567,127.38,70.5007489321922
568,129.14,72.76757794512609
569,127.04,70.63199275116058
570,117.96,71.5522075131159
571,121.02,71.28295448422436
572,121.32,70.60437380219444
573,123.6,70.36732196126268
574,123.58,69.02668759255367
575,127.82,68.26468779683974
576,130.5,69.06612773277506
577,131.46,68.98092779892133
578,127.08,71.23702408158276
579,128.72,70.83220736359978
580,127.98,70.56386894154826
581,126.7,71.28232600020849
582,129.92,71.22101936928452
583,129.06,71.56742555101448
584,131.02,72.12890959941095
585,130.42,71.77634429253135
586,128.08,67.99965882267352
587,130.46,71.62826537059236
588,128.66,70.93873694956795
589,128.28,70.19003917935935
590,132.42,67.7598966941361
591,135.02,68.32524862742909
592,138.52,69.14282030695595
593,137.14,68.3344744620166
594,132.58,68.62567741013565
595,136.26,68.6442452067178
596,134.84,67.84640299971696
597,131.26,68.64074883041413
598,136.3,68.33922738808216
599,134.64,68.5249618752174
600,133.16,69.2367994638689
601,129.8,68.28352656387924
602,131.7,67.34693756957326
603,131.64,67.61649502894986
604,128.86,65.74009735313753
605,130.88,69.37164838750769
606,126.92,69.4543994286899
607,126.66,70.66218507801752
608,128.22,71.44292547201576
609,126.98,71.05307593623235
610,129.68,71.71734518231972
611,125.04,73.56954804808849
612,124.26,70.93089876774438
613,124.36,71.56081609372546
614,121.84,69.95923384371787
615,124.58,71.57348391688085
616,125.9,72.67826360061171
617,127.12,70.62595556875672
618,128.64,69.79391377476979
619,123.48,70.02692053774749
620,124.62,69.13924789871525
621,125.16,71.43342634929391
622,126.1,72.08585159377672
623,121.64,70.86430977579619
624,122.58,69.51261468251644
625,125.62,70.53223093026337
626,124.04,70.23302926686276
627,125.86,70.06340271496953
628,123.68,69.10092329339746
629,124.96,71.7520619912766
630,120.48,71.44431118010729
631,117.8,69.20231210010255
632,124.82,69.94331705030865
633,122.38,71.42209462064243
634,127.76,70.09809127215948
635,127.8,69.82521034697996
636,127.86,69.68357338713335
637,126.72,67.5526579787946
638,127.7,66.90538094951708
639,129.82,67.46041505949991
640,126.66,71.92513051778218
641,125.82,70.95595535259885
642,127.42,73.07259130481143
643,124.54,69.98405818470374
644,125.46,70.94736358738075
645,129.22,70.97106170827657
646,134.44,72.27452109837878
647,136.78,72.0350720135685
648,134.14,71.3588144520353
649,134.64,69.83631147189834
650,135.74,70.48682430071594
651,140.66,69.81965625810544
652,130.94,72.18792419788785
653,130.6,71.11708655449829
654,132.0,70.57449964399322
655,135.18,71.06185756086032
656,134.1,71.41631466268754
657,134.36,69.96563728002484
658,131.96,70.52005672147463
659,132.78,70.30655445973726
660,133.44,68.63560591995964
661,131.56,68.3283718524011
662,133.3,68.65457013192933
663,134.64,69.0407879445187
664,134.8,67.7802331067104
665,137.34,66.66531631965755
666,133.06,69.33524644796469
667,136.76,68.05308516151197
668,139.88,69.62230677017241
669,139.54,71.82345299412998
670,132.0,71.12299206304526
671,132.52,72.72117710818495
672,129.7,72.68431742817704
673,124.76,71.50987624097806
674,131.86,74.18194119865022
675,129.44,73.51303557873257
676,131.66,73.68842785675373
677,131.94,72.93515201876252
678,129.44,71.55953046240592
679,128.6,71.62904438843228
680,129.16,71.1897071211843
681,128.72,72.68783667161927
682,123.98,71.3253082713282
683,128.2,72.80439547170211
684,123.7,72.68624354030135
685,124.56,72.39838672235729
686,122.72,73.03808321690815
687,126.74,73.59777442287235
688,122.64,72.00548867968331
689,124.96,72.69331743702445
690,124.56,71.20116852973693
691,124.0,72.77389641897705
692,128.48,72.63862333497242
693,132.04,73.34356413483053
694,128.52,73.4627089073089
695,125.76,74.88619632482344
696,127.64,74.87770295622057
697,128.72,74.75962546722661
698,128.78,75.06325066235807
699,129.46,74.52736678563116
700,129.18,73.95855325788898
701,130.24,73.61102091399086
702,126.04,74.57102922717375
703,128.38,74.67982056754019
704,125.88,75.83947257200566
705,129.72,73.67225800801818
706,130.48,73.89891474169293
707,132.44,73.45696971697103
708,134.66,71.5272283819246
709,135.42,71.82843169664781
710,136.38,71.92409610137622
711,137.6,71.5592062560786
712,135.82,71.55352961245168
713,135.36,71.40525470859971
714,137.44,71.07324672476982
715,135.24,72.4034695301268
716,138.34,71.64289497221617
717,138.36,72.40214361467486
718,138.02,70.84927381420366
719,141.26,69.89443754691786
720,138.78,70.92229268713749
721,138.84,72.15576484245734
722,138.3,71.52349264402572
723,135.94,70.57064828949783
724,136.74,72.35352375662157
725,137.82,73.04784459516925
726,131.16,72.20120774613123
727,134.54,72.7967609169529
728,130.94,72.14746287985464
729,135.02,72.96039747698747
730,125.44,73.43464032730058
731,124.6,72.60440757970551
732,123.7,71.97617661421036
733,120.82,71.5647091798744
734,123.52,74.59845574809172
735,122.3,73.30818508188564
736,126.34,75.30700100256286
737,122.46,73.45861692136599
738,125.96,73.62498488964191
739,127.0,74.19191330596617
740,127.06,73.22879488288743
741,127.36,73.96343961715138
742,126.94,73.66258480395594
743,127.78,71.00177180887813
744,130.28,73.07038798309479
745,130.34,72.79989285706402
746,132.26,72.28189538190045
747,134.34,72.65056365920361
748,131.72,72.65315960094233
749,133.06,72.24829686573933
750,135.32,71.0730441165988
751,131.96,71.044763353818
752,131.24,70.89895908967915
753,136.82,71.71462612326721
754,138.54,70.45827417699074
755,138.8,70.69031050999845
756,140.16,70.72972783773456
757,140.58,69.52124567353495
758,137.36,70.75217593827064
759,138.48,71.04765724497888
760,140.22,70.20236178363233
761,139.02,70.12830812161377
762,140.02,69.85885484317646
763,141.86,70.61869724088656
764,142.76,70.23690198179301
765,138.36,69.9178832631538
766,138.78,70.09516103127231
767,137.3,69.87739262451055
768,137.9,68.98064946055523
769,137.98,70.45579890967102
770,133.48,71.78864534172516
771,133.02,70.66611351984768
772,130.8,75.58597753551913
773,133.48,72.64192728720789
774,130.3,72.10804393408546
775,131.08,71.84868544378526
776,135.38,71.97579871039989
777,131.48,71.80675177168231
778,132.6,72.37679186037468
779,131.4,72.96163375363794
780,134.84,73.4853345913319
781,135.98,74.04876501333429
782,137.14,73.1677551931177
783,134.06,73.85077115372593
784,134.72,75.01174308066703
785,135.52,73.79789698900642
786,136.76,72.96315782639894
787,137.66,72.36424807873013
788,141.24,72.22286618516327
789,141.46,71.42106411976792
790,139.86,71.66366164242515
791,139.48,69.73270108062644
792,139.38,69.78564035673816
793,139.8,69.05012671965201
794,144.3,68.17367527132447
795,146.68,67.98512778542081
796,146.88,67.37377531354466
797,146.04,67.55115395017319
798,146.56,67.73570993205873
799,148.0,68.88279901397736
800,149.12,68.72136203539623
801,149.18,68.68615289852825
802,146.92,67.98759886920557
803,145.68,67.9224381187837
804,148.0,68.01146962093968
805,148.06,68.05568602255066
806,147.22,68.69185977974392
807,148.7,68.4941603350242
808,144.7,69.42139439682842
809,141.48,71.38073689728904
810,139.78,70.8232419478239
811,138.06,72.09421890831469
812,138.82,72.25031211005255
813,138.96,71.99165507195953
814,138.06,72.45202826698505
815,136.44,72.3563846526345
816,138.54,72.220553861072
817,137.68,71.27115545576626
818,140.5,72.92139603710285
819,137.74,72.94814870851764
820,132.14,72.3516440725434
821,131.74,72.95719566978984
822,128.94,73.46602207823696
823,129.34,73.83349104573072
824,128.28,73.98460380376447
825,126.7,74.38770059626792
826,131.18,73.2608189962411
827,133.16,71.27365852823887
828,127.04,73.0575006416179
829,130.24,73.54551243957718
830,131.96,73.7349198141559
831,129.58,74.94160126391749
832,128.2,74.19083501349746
833,134.68,73.54874302121011
834,135.86,72.88978254872212
835,130.46,73.63944866713764
836,124.78,75.07284196032543
837,130.48,74.27495944125452
838,128.32,74.36677752867878
839,126.2,75.28798044840889
840,126.62,75.55974854378486
841,125.14,74.93544154804187
842,123.32,75.2280373265181
843,124.66,74.14974308788938
844,123.88,77.27784676089263
845,121.18,76.31872378387888
846,121.78,76.12129531215297
847,122.58,75.41832403335412
848,123.06,76.4704936560501
849,125.3,76.54469282713202
850,129.52,74.80621364565913
851,126.0,76.95219295120835
852,122.24,75.87926198903098
853,116.4,74.89539371683682
854,116.82,74.18158531603379
855,122.14,74.97119713596682
856,118.68,74.51374101466119
857,119.48,73.32236766499018
858,108.96,75.22285822806788
859,111.1,76.54417025482738
860,114.64,75.26985053791456
861,112.68,74.8947100935707
862,117.04,75.17977387569081
863,116.16,75.45471754635358
864,114.36,76.00730491209382
865,115.84,74.70458085017276
866,117.38,74.72131958149562
867,114.38,74.493460115637
868,115.7,73.45263780151126
869,119.66,76.62287125917432
870,117.96,74.37364049177638
871,117.32,75.94693937216957
872,120.0,76.55377195148519
873,119.98,76.66589593815493
874,121.34,75.96725873690586
875,119.62,76.66600028695902
876,120.78,76.3592273402501
877,121.56,77.00887221612844
878,125.6,78.06586962303051
879,126.2,78.32751751460019
880,124.54,76.94471001959782
881,127.02,77.19857252566268
882,125.06,77.32953122837354
883,125.06,77.64081658509264
884,124.28,76.20814654615344
885,123.92,76.27629776018236
886,123.88,78.50978028245909
887,124.8,75.47317404217209
888,123.78,75.51007614881605
889,123.24,76.92686396831735
890,124.22,75.22400946506374
891,125.78,75.38999668391025
892,125.34,76.24397943444453
893,127.26,75.98652775328009
894,127.12,76.464276626409
895,123.32,75.76897518113861
896,123.12,76.21617676058017
897,125.38,75.4924870434138
898,128.26,76.7225677359667
899,125.8,78.29380562981977
900,126.42,77.83086534274176
901,127.44,78.11406019405214
902,125.94,78.12103685947852
903,124.9,77.21949235782375
904,125.62,76.91576951445003
905,126.2,78.54069009118776
906,127.44,77.47029366150616
907,129.06,77.77516570217
908,127.24,76.33912758212529
909,127.58,76.45602396149043
910,128.18,75.96754306939245
911,127.86,74.14148905977004
912,128.08,74.06155277875291
913,128.36,75.10546185198518
914,130.2,75.39946949415494
915,128.7,75.0808231174912
916,130.7,76.03900314969944
917,128.68,75.629740182021
918,127.12,74.07796973459787
919,128.78,74.49625225472757
920,128.46,74.58718656713097
921,126.28,74.74036125146839
922,125.6,74.66324396917133
923,127.12,75.04362464593508
924,124.96,74.52273746984876
925,126.84,75.15380496022807
926,125.86,74.79866576350142
927,125.54,73.97924303478645
928,129.16,75.7174642998562
929,127.6,75.59550251172352
930,127.12,75.51996822033227
931,127.3,75.43666217430356
932,129.1,75.88076172522253
933,127.2,76.20393690617304
934,128.88,75.97779675668413
935,124.72,74.48544555817601
936,126.7,74.95632061407495
937,126.8,74.92582999206617
938,127.92,74.80637405996897
939,126.28,73.20820719017777
940,130.08,73.91179608154572
941,129.7,72.97540681626927
942,128.26,72.89137397525168
943,124.66,73.85949092702981
944,126.96,75.3999893899197
945,125.46,74.48737074162302
946,126.86,75.78760056895851
947,127.78,75.26520842992466
948,127.82,75.53745825747649
949,127.58,74.39518532808422
950,130.36,74.27402237660218
951,134.0,75.35622071202882
952,131.04,74.3857405690096
953,132.42,74.74117740576474
954,131.08,74.63801712264332
955,130.44,74.40461276023149
956,131.42,74.45752883355718
957,131.72,74.21941524965014
958,132.0,74.8876491819579
959,132.86,74.69109987140367
960,133.54,74.70159569915491
961,134.04,74.8098817002139
962,131.56,74.35217817925714
963,129.76,74.72765485414352
964,129.1,75.38547605474145
965,126.14,75.33578432590983
966,124.24,74.29066159350043
967,128.18,75.04790203596632
968,128.0,75.96841448918096
969,128.54,75.64422251566869
970,126.6,75.09833553415146
971,128.2,74.95998932764064
972,129.58,74.70129583882732
973,132.68,74.52393977776539
974,132.78,74.28897360981642
975,129.92,73.78233935028085
976,132.4,74.42015855935809
977,131.86,74.11288956720009
978,131.62,74.30044145225519
979,132.14,74.43762758175468
980,132.2,74.59222479588607
981,134.0,74.86441077040546
982,134.28,74.37877116489625
983,133.0,74.11963302661448
984,133.58,74.27572685608672
985,135.78,74.67269648271714
986,135.64,74.62486448898918
987,136.36,74.40289241689466
988,135.68,74.46004029007773
989,135.8,74.60938278795771
990,135.48,74.40409666140702
991,137.54,74.35380555156543
992,135.52,73.79003726791308
993,132.52,73.76238607854278
994,130.04,73.69286532629872
995,130.74,73.3036997702026
996,135.18,75.22757207301059
997,133.92,74.63694527511156
